Judul,Isi,Tanggal,Kategori
Tahap Naturalisasi Kevin Diks Usai Disetujui DPR,"DPR RI menyetujui permohonan naturalisasi Kevin Diks , Noa Leatomu, dan Estella Loupatty dalam rapat paripurna yang digelar Selasa (5/11) pagi WIB. Berikut tahap naturalisasi Kevin Diks untuk menjadi Warga Negara Indonesia.
Dengan disetujuinya berkas naturalisasi Kevin Diks, maka tahap selanjutnya adalah menanti tanda tangan Presiden RI, Prabowo Subianto dalam bentuk Surat Keputusan Presiden (Keppres).
Setelah Keppres tentang Kevin Diks terbit, selanjutnya berkas akan dikirim ke Kementerian Hukum untuk menjalani sumpah WNI. Rencananya, sumpah Kevin Diks akan berlangsung di Denmark pada 7 November mendatang.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Usai resmi jadi WNI, Kevin Diks harus lebih dulu menjalani perpindahan asosiasi sepak bola dalam hal ini dari Belanda (KNVB) ke Indonesia (PSSI). Jika tak ada aral melintang, Kevin Diks bisa segera membela Timnas Indonesia dalam waktu dekat.
Sekjen PSSI Yunus Nusi berharap proses naturalisasi bisa segera selesai karena tiga pemain yaitu Kevin Diks, Noa Leatomu, dan Estella Loupatty berhadapan dengan agenda penting Timnas Indonesia.
""Kita mampu menahan Australia, Arab Saudi yang sebelumnya sulit kita tahan. Kami mohon maaf, memang kadang di injury time kami baru bisa melakukan persetujuan dengan pemain karena harus membangun komunikasi serta komitmen. Kami ingin betul-betul mereka bisa berkontribusi untuk timnas kita,"" ujar Yunus.

Kevin Diks diproyeksikan membela Timnas Indonesia untuk Kualifikasi Piala Dunia 2026. Yunus menegaskan, bakal mengupayakan Kevin Diks bisa memperkuat Timnas Indonesia bulan ini, khususnya saat melawan Arab Saudi.
""Kami awalnya berharap bisa lawan Jepang, tapi karena masalah administrasi kemungkinan baru bisa mainkan tanggal 19 lawan Arab Saudi,"" kata Yunus.
Timnas Indonesia akan menghadapi dua laga penting di matchday kelima dan keenam Kualifikasi Piala Dunia 2026. Pada 15 November, tim asuhan Shin Tae Yong itu bakal melawan Jepang.
Kemudian pada 19 November, lawan yang dihadapi Thom Haye dan kawan-kawan adalah Arab Saudi. Kedua pertandingan dijadwalkan bergulir di Stadion Utama Gelora Bung Karno (SUGBK), Jakarta.
[Gambas:Video CNN]
","Selasa, 05 Nov 2024 16:52 WIB",Kategori tidak ditemukan
Pemain Timnas Futsal Indonesia Nangis Usai Cetak Brace Lawan Australia,"Pemain Timnas Futsal Indonesia Romi Humandri menangis terharu setelah mencetak dua gol yang membuat Indonesia menang 3-1 atas Australia di matchday kedua Grup B Piala AFF Futsal 2024 di Thailand, Selasa (5/11).
Gol pertama Romi Humandri tercipta ketika babak pertama sudah berjalan 15 menit. Serangan balik cepat Timnas Futsal membuat Romi Humandri berdiri bebas di area pertahanan Australia. Pemain Pangsuma FC Kalimantan Barat ini berhasil cetak gol yang membuat Indonesia unggul 2-0 atas Australia.
Sebelumnya gol Tim Merah Putih didahului oleh Evan Soumilena pada menit ketujuh. Bermula dari operan bola mati, Evan yang cerdik mencari ruang sukses melesakkan bola ke sudut kanan bawah gawang Australia.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Di babak kedua, tepatnya setelah kedudukan 2-1, laga berjalan cukup alot sehingga tidak ada satu gol pun yang bersarang di gawang kedua tim hingga waktu tersisa empat menit jelang laga berakhir.
Di tengah kebuntuan dalam menjemput gol ketiga, Timnas Futsal Indonesia akhirnya kembali membobol gawang Australia di menit ke-36. Romi Humandri kembali mencatatkan namanya di papan skor usai menyelesaikan kombinasi permainan yang apik bersama rekan-rekannya.
Usai cetak gol kedua, Romi Humandri melakukan selebrasi nangis terharu. Selain bangga, gol dari pemain asal Nusa Tenggara Barat ini dapat dibilang sebagai gol kill the game sebab tak ada gol lagi yang tercipta hingga pluit panjang dibunyikan.

Romi Humandri juga dinobatkan sebagai Man of the Match pada laga Indonesia vs Australia Grup B Piala AFF 2024. Romi benar-benar jadi pembeda dengan dua gol yang dicetaknya dalam laga krusial ini.
Laga Timnas Futsal vs Australia digelar di Terminal Hall, Nakhon Ratchasima, Thailand, Selasa (5/11) pukul 13.00 WIB. Romi dan kawan-kawan berhasil gilas Australia dan memastikan satu tiket ke semifinal Piala AFF Futsal 2024.
[Gambas:Video CNN]

","Selasa, 05 Nov 2024 16:26 WIB",Kategori tidak ditemukan
Media Vietnam Soroti Naturalisasi Kevin Diks: Bek yang Menjanjikan,"Media Vietnam menyoroti proses naturalisasi Kevin Diks ke Timnas Indonesia. Performa Kevin Diks musim ini jadi pembahasan.
Kevin Diks adalah bek klub Liga Denmark FC Copenhagen. The Thao 247 menyebut Diks adalah pemain menjanjikan untuk Timnas Indonesia jika naturalisasi tuntas.
""Terlihat jelas bahwa bek itu menjanjikan untuk menambah kualitas Timnas Indonesia, terutama dalam petualangan di Kualifikasi Piala Dunia 2026,"" tulis The Thao 247.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Kevin Diks sudah tampil 23 kali untuk FC Copenhagen di semua kompetisi musim ini. Di kasta tertinggi Liga Denmark, Superliga, bek 28 tahun itu berlaga dalam 13 pertandingan dengan kontribusi empat gol.
Sedangkan di level Eropa, Kevin Diks dan FC Copenhagen berkompetisi di UEFA Conference League. Dari babak kualifikasi hingga penyisihan, pemain berpostur 186 cm itu tampil delapan kali dan mencetak tiga gol.
Pemain yang bisa berposisi sebagai bek tengah, bek kiri, hingga bek kanan itu juga mencatat dua assist di Superliga. Ini membuat kualitasnya begitu meyakinkan untuk membela Timnas Indonesia.

Saat ini proses naturalisasi Kevin Diks sudah disetujui oleh DPR RI melalui rapat paripurna di Jakarta pada Selasa (5/11).
Selanjutnya Kevin Diks akan menanti Surat Keputusan Presiden (Keppres) sebelum menjalani sumpah WNI yang dijadwalkan bergulir di Denmark pada 7 November mendatang.

[Gambas:Video CNN]
","Selasa, 05 Nov 2024 16:05 WIB",Kategori tidak ditemukan
Klasemen Piala AFF Futsal Usai Indonesia Hancurkan Australia,"Timnas Futsal Indonesia sukses mengalahkan Australia pada pertandingan Grup B Piala AFF Futsal 2024, Selasa (5/11). Berikut klasemen Grup B Piala AFF Futsal 2024.
Indonesia berhasil menaklukkan Australia 3-1 pada pertandingan kedua Grup B Piala AFF Futsal 2024 di Terminal Hall, Nakhon Ratchasima, Selasa (5/11).
Tiga gol Indonesia dalam pertandingan ini dicetak Evan Soumilena dan dua gol Romi Humandri.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Kemenangan ini memperkokoh posisi Indonesia di puncak klasemen Grup B dengan mengemas enam poin dari dua pertandingan yang dijalani.
Dengan mengantongi enam poin memastikan Indonesia lolos ke semifinal Piala AFF Futsal 2024, meskipun masih memiliki satu pertandingan sisa melawan Myanmar di Grup B pada Rabu (6/11).
Sedangkan, kekalahan ini membuat Australia turun ke posisi ketiga klasemen Grup B dengan mengemas satu poin dari dua pertandingan yang dilakoni.

Australia kini wajib memenangkan pertandingan terakhir di Grup B melawan Kamboja untuk menjaga peluang lolos ke semifinal.
Sementara itu pada pertandingan lainnya, Kamboja kalah 4-5 dari Myanmar dalam pertandingan lanjutan Grup B, Selasa (5/11).
Kekalahan ini membuat Kamboja tetap di posisi juru kunci dengan poin nol usai menelan dua kekalahan.
Sedangkan kemenangan atas Kamboja membuat Myanmar berhasil naik ke peringkat kedua Grup B dengan mengemas empat poin dari dua laga yang dijalani.
1. Indonesia 6 Poin2. Myanmar 43. Australia 14. Kamboja 0

[Gambas:Video CNN]
","Selasa, 05 Nov 2024 15:36 WIB",Kategori tidak ditemukan
5 Fakta Jelang Madrid vs Milan di Liga Champions,"Real Madrid akan menghadapi AC Milan dalam laga lanjutan Liga Champions. Berikut fakta-fakta jelang pertandingan Madrid vs Milan.
Madrid dan Milan sama-sama mengusung misi meraih hasil positif demi memperbaiki posisi di klasemen Liga Champions. Los Merengues saat ini menempati posisi ke-12 sedangkan Milan menghuni posisi ke-25.
Tim asuhan Carlo Ancelotti jelas difavoritkan untuk meraih kemenangan di laga. Materi pemain yang dimiliki Madrid mendukung mereka untuk bisa mengamankan tiga poin di hadapan publik sendiri.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT

Rossoneri akan tetap percaya diri. Harapan untuk membuat kejutan diapungkan walau berat karena performa mereka belum stabil bersama pelatih Paulo Fonseca.
Berikut lima fakta jelang pertandingan Real Madrid vs AC Milan mengacu situs resmi Liga Champions:
1. Bentrok kedua tim jadi pertemuan antara dua tim dengan gelar terbanyak di Liga Champions. Madrid jadi yang terbanyak dengan mengoleksi 15 gelar dan Milan dengan tujuh gelar.
2. Madrid memburu kemenangan ke-12 secara beruntun melawan wakil Italia ketika bersua Milan. Di musim lalu, Los Merengues menang di laga kandang dan tandang melawan Napoli dengan skor 4-2 serta 3-2.
3. Madrid memenangi tujuh dari delapan laga kandang terakhir melawan wakil Italia. Menariknya Madrid bisa mencetak minimal tiga gol dalam empat pertandingan dari lima pertemuan terakhir dengan wakil Negeri Pizza.

4. Ancelotti sudah 15 kali membawa tim asuhannya bersua sang mantan klub, Milan tetapi tidak satu pun terjadi di Liga Champions. Hasilnya lima kemenangan, tujuh imbang, dan tiga kali menelan kekalahan.
5. Milan hanya menang 10 kali dari 34 pertandingan terakhir mereka di Liga Champions. Sisanya sembilan kali imbang dan menelan 15 kekalahan.

[Gambas:Video CNN]","Selasa, 05 Nov 2024 15:11 WIB",Kategori tidak ditemukan
"Hasil Piala AFF Futsal: Hajar Australia, Indonesia Lolos Semifinal","Timnas Futsal Indonesia mengunci satu tempat di semifinal usai menang 3-1 atas Australia pada pertandingan kedua Grup B Piala AFF Futsal 2024 di Terminal Hall, Nakhon Ratchasima, Selasa (5/11).
Pada lima menit babak pertama berjalan, kedudukan masih sama kuat 0-0. Kedua tim saling jual beli serangan, namun usaha dari Indonesia maupun Australia belum membuahkan hasil.
Tim Futsal Garuda seringkali mengancam lewat skema apik yang dijalankan. Usaha dari beberapa pemain seperti Firman, Israr, dan Syaifullah sempat membahayakan gawang lawan. Bahkan, kiper Ahmad Habibie juga acapkali keluar dari sarangnya untuk memberikan ancaman dengan tendangan jarak jauh.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Timnas Futsal Indonesia akhirnya memecah kebuntuan melalui Evan Soumilena pada menit ketujuh. Bermula dari operan bola mati, Evan yang cerdik mencari ruang sukses melesakkan bola ke sudut kanan bawah gawang Australia, Indonesia unggul 1-0.
Indonesia baru bisa menggandakan keunggulan pada menit ke-15. Skuad Garuda berhasil melakukan serangan balik cepat yang membuat Romi Humandri berdiri bebas di area pertahanan Australia. Pemain Pangsuma FC Kalimantan Barat ini berhasil membuat bola kembali bersarang di gawang Australia untuk kedua kalinya.
Di menit ke-20, Australia bisa memperkecil ketertinggalan menjadi 2-1. Sepakan Pivot Australia tak bisa dihalau dengan baik oleh Ahmad Habibie.
Gol tersebut jadi penutup babak pertama dengan keunggulan tipis 2-1 untuk Indonesia.
Di awal babak kedua, permainan berjalan cukup alot. Tak ada tambahan gol yang tercipta sampai menit ke-30.
Tim Merah Putih bukan tanpa ancaman, peluang demi peluang diciptakan dari berbagai sisi. Pergantian paket pemain pun juga dilakukan oleh Pelatih Hector Souto demi menciptakan gaya bermain yang lebih bervariasi.
Timnas Futsal akhirnya kembali membobol gawang Australia di menit ke-36. Romi Humandri kembali mencatatkan namanya di papan skor usai menyelesaikan kombinasi permainan yang apik bersama rekan-rekannya, Indonesia unggul 3-1.
Usai cetak gol kedua, Romi Humandri melakukan selebrasi nangis terharu. Selain bangga, gol dari pemain asal Nusa Tenggara Barat ini dapat dibilang sebagai gol kill the game sebab tak ada gol lagi yang tercipta hingga pluit panjang dibunyikan. Indonesia menang 3-1 atas Australia dan lolos ke semifinal Piala AFF Futsal 2024.","Selasa, 05 Nov 2024 14:50 WIB",Kategori tidak ditemukan
Reaksi Erick dan STY Usai Tiket Indonesia vs Jepang Ludes Terjual,"Ketua Umum PSSI Erick Thohir dan pelatih Timnas Indonesia Shin Tae Yong bereaksi usai tiket Indonesia vs Jepang habis terjual.Melalui unggahan di akun Instagram, Erick Thohir berterima kasih kepada suporter yang sudah membeli tiket Timnas Indonesia melawan Jepang. Jadwal Indonesia vs Jepang akan bergulir di Stadion Utama Gelora Bung Karno (SUGBK) pada 15 November mendatang.""Alhamdulillah sold out. Terima kasih banyak atas antusiasme luar biasa untuk Timnas Indonesia. Mari bersatu dan dukung Timnas Indonesia! Sampai bertemu di GBK!"" tulis Erick.
Unggahan Erick mengundang komentar dari STY. Juru taktik asal Korea Selatan itu turut antusias jelang pertandingan Indonesia vs Jepang.
""Tolong dukung Garuda Indonesia,"" tulis STY.Timnas Indonesia akan menjamu Jepang dan Arab Saudi pada lanjutan Grup C babak ketiga Kualifikasi Piala Dunia 2026. Kedua laga tersebut akan berlangsung di Stadion Utama Gelora Bung Karno (SUGBK), Jakarta.Indonesia akan lebih dulu menjamu Jepang pada 15 November dan kemudian menjamu Arab Saudi pada 19 November.Skuad Garuda sudah menjalani empat dari total 10 pertandingan di fase ketiga kualifikasi. Dari empat laga itu, tiga poin diraih dari tiga kali imbang dan satu kali kalah.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT

Tiga poin yang dipetik membuat tim Merah Putih bertengger di peringkat kelima. Posisi ini tidak aman jika ingin lolos langsung ke Piala Dunia, atau melaju ke fase kualifikasi berikutnya.Sebab hanya dua tim teratas yang mendapat tiket lolos langsung ke babak penyisihan Piala Dunia 2026. Kemudian dua tim peringkat ketiga dan keempat berhak melaju ke putaran keempat kualifikasi.

[Gambas:Video CNN]
","Selasa, 05 Nov 2024 14:27 WIB",Kategori tidak ditemukan
"Justin Hubner Kembali, Siapa Jadi Korban di Timnas Indonesia?","Justin Hubner dipanggil kembali oleh Shin Tae Yong ke Timnas Indonesia setelah absen dalam dua laga sebelumnya karena cedera.
Pada Jumat (15/11), Indonesia akan menjamu Jepang dalam lanjutan Kualifikasi Piala Dunia 2026. Apakah Hubner akan langsung jadi pilihan di lini pertahanan Timnas Indonesia?
Sepertinya tidak. Komposisi Jay Idzes, Mess Hilgers, dan Rizky Ridho sudah solid. Meski ketiganya masih mencoba menjalin chemistry, komposisi ini paling menjanjikan.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT

Melawan Jepang yang berkekuatan individu tangguh duel satu lawan satu, bek dengan kemampuan bertahan lugas dan cerdas membaca pergerakan lawan jadi kebutuhan penting.
Karena itu pula komposisi Ridho, Hilgers, dan Idzes, sangat mungkin jadi pilihan utama. Dalam situasi ini Jordi Amat yang pergerakannya kurang cepat, lebih baik menjadi opsi kedua.
Namun, jika Hilgers tidak dalam kondisi prima, karena dalam proses pemulihan cedera, Jordi bisa menjadi opsi. Postur dan kecerdasan bermain Jordi tetap salah satu yang terunggul.

Begitu pula dengan Muhammad Ferarri, bisa jadi opsi pengganti. Adapun Hubner, yang juga seorang bek tengah, untuk laga melawan Jepang bisa menjadi pilihan di posisi gelandang.
Absennya Ivar Jenner membuat lini tengah kekurangan pemain. Ivar Jenner bakal absen di Indonesia vs Jepang karena akumulasi kartu kuning.
Jika Shin Tae Yong ingin bertahan total saat melawan Jepang, memakai dua gelandang bertahan pilihan realistis.
Memadukan Hubner bersama Nathan Tjoe-A-On bisa jadi pilihan yang menarik. Apalagi keduanya sudah beberapa kali dimainkan bersama di posisi ini, yakni saat di Piala Asia U-23 2023.
Rencananya pemain Timnas Indonesia mulai berkumpul di Jakarta pada Minggu (10/11). Persiapan empat hari akan dimaksimalkan sebelum bentrok dengan Jepang di Senayan.

[Gambas:Video CNN]
","Selasa, 05 Nov 2024 21:47 WIB",Kategori tidak ditemukan
Exco PSSI: Liga 2 Pakai VAR dalam 1-2 Tahun ke Depan,"Anggota Komite Eksekutif (Exco) PSSI Arya Sinulingga menyebut terdapat rencana Liga 2 menggunakan Video Assistant Referee (VAR) dalam satu atau dua tahun ke depan.
Hal tersebut disampaikan Arya saat menanggapi hasil survei Indikator Politik Indonesia terhadap sikap publik terkait pemain naturalisasi. Arya menyampaikan, naturalisasi pemain bukan satu-satunya fokus PSSI untuk mengembangkan sepak bola Indonesia.
""Ini evaluasi juga untuk kami karena naturalisasi membuahkan pemain yang baik. Survei ini mewakili masyarakat Indonesia dan sangat baik bagi kami. Tapi naturalisasi bukan satu-satunya hal yang dikerjakan PSSI. Bersamaan dengan itu PSSI juga berupaya untuk memperbaiki kompetisi seperti Liga 1, Liga 2 dan sebagainya,"" kata Arya, Selasa (5/11).
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT

""Dalam 1-2 tahun mendatang, kami berencana pakai VAR untuk Liga 2. Ini karena VAR membantu Liga 1 lebih baik. Kita salah satu negara di Asia yang lebih dulu pakai VAR,"" ucap Arya menambahkan.
VAR sudah diterapkan Liga 1 mulai musim 2024/2025. Rencananya, teknologi penunjang wasit itu akan dipakai di kasta tertinggi sepak bola Indonesia hingga 2028 mendatang.
Lebih lanjut, Arya mengatakan tingkat kepuasan masyarakat yang tinggi terhadap kepemimpinan Erick Thohir dalam memimpin PSSI berhulu dari kerja keras selama menakhodai federasi sepak bola Indonesia.

""Terkait kepuasan ini, adalah dampak yang sudah diberikan PSSI selama dua tahun terakhir. Pembinaan usia muda terus dilakukan. Seluruh kelompok umur masuk ke Piala Asia dan kita masuk sembilan negara Asia yang mencapai itu,"" ujar Arya.
""Kami terkejut, karena survei ini mewakili masyarakat Indonesia. Tidak hanya mewakili orang yang suka bola. Jadi ini suka dan tidak suka, tahu dan tidak tahu masuk survei juga,""kata Arya melanjutkan.
Survei dilakukan dalam periode 10-15 Oktober 2024, menempatkan 1.200 responden yang diwawancarai secara tatap muka. Dari temuan lembaga survei Indikator Politik Indonesia, sebanyak 94,5 persen masyarakat menyatakan puas dengan kinerja Erick Thohir sebagai Ketum PSSI.

[Gambas:Video CNN]

","Selasa, 05 Nov 2024 21:15 WIB",Kategori tidak ditemukan
Klasemen Piala AFF Futsal Usai Thailand Gilas Malaysia,"Klasemen Piala AFF Futsal 2024 mengalami perubahan usai Thailand berhasil mengalahkan Malaysia, Selasa (5/11). Berikut klasemen Piala AFF Futsal 2024, Selasa (5/11) malam WIB.
Tim tuan rumah Piala AFF Futsal 2024 Thailand sukses mengalahkan Malaysia 3-1 di Terminal Hall, Nakhon Ratchasima, Selasa (5/11) malam WIB.
Kemenangan ini membuat Thailand berhasil kembali naik ke posisi puncak klasemen Grup A dengan mengemas sembilan poin dari tiga pertandingan yang telah dilakoni. Hasil ini juga memastikan Thailand lolos ke semifinal Piala AFF Futsal 2024.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Sebaliknya kekalahan ini membuat Malaysia tertahan di posisi ketiga klasemen Piala AFF Futsal 2024 dengan mengemas tiga poin dari tiga pertandingan yang dilakoni.
Kekalahan ini juga membuat Malaysia dipastikan gagal lolos ke semifinal Piala AFF Futsal 2024 karena sudah tidak memungkinkan untuk menyalip perolehan sembilan angka Thailand dan Vietnam.
Vietnam kini menempati posisi kedua klasemen Grup A dengan mengemas sembilan poin dari tiga pertandingan yang dijalani.



Pada laga Rabu (6/11), Thailand akan menghadapi Vietnam di pertandingan terakhir Grup A. Pemenang laga ini akan finis sebagai juara Grup A.
Sementara pada pertandingan lainnya di Grup B, Timnas Futsal Indonesia memastikan lolos ke semifinal usai mengalahkan Australia 3-1 pada laga lanjutan Grup B, Selasa (5/11) siang WIB.
Kemenangan ini memperkokoh posisi Indonesia di puncak klasemen Grup B dengan mengemas enam poin dari dua pertandingan yang dijalani. Indonesia sudah memastikan lolos ke semifinal Piala AFF Futsal 2024.
Sebaliknya, kekalahan ini membuat Australia turun ke posisi ketiga klasemen Grup B dengan mengemas satu poin dari dua pertandingan yang dilakoni.
Australia wajib memenangkan pertandingan terakhir di Grup B melawan Kamboja untuk menjaga peluang lolos ke semifinal.
Grup A:1. Thailand 9 Poin2. Vietnam 93. Malaysia 34. Timor Leste 35. Brunei 0
Grup B:1. Indonesia 6 Poin2. Myanmar 43. Australia 14. Kamboja 0
[Gambas:Video CNN]
","Selasa, 05 Nov 2024 20:45 WIB",Kategori tidak ditemukan
